airport_code,aircraftmov_intl,aircraftmov_domestic,pax_intl,pax_domestic,freight_intl,freight_domestic,month,year
PBD,0,32,0,1078,0,0,1,2022
PYG,0,100,0,5062,0,0,1,2022
IXX,0,0,0,0,0,0,1,2022
KUU,0,78,0,1052,0,0,1,2022
SAG,0,224,0,15794,0,0,1,2022
JGA,0,102,0,6293,0,0,1,2022
BHU,0,58,0,2342,0,0,1,2022
BHO,0,885,0,52690,0,196,1,2022
CCJ,1177,447,146909,32992,779,53,1,2022
BBI,0,1766,0,237305,0,820,1,2022
STV,18,876,1897,78009,0,324,1,2022
RUP,0,60,0,1713,0,0,1,2022
BKB,0,32,0,835,0,0,1,2022
KLH,0,230,0,7886,0,0,1,2022
AJL,0,312,0,20709,0,18,1,2022
NNS,0,6,0,11,0,0,1,2022
GWL,0,292,0,11877,0,0,1,2022
TRV,956,735,109441,67188,874,175,1,2022
NAG,46,1256,2603,121039,4,623,1,2022
VIDD,0,0,0,0,0,0,1,2022
AIP,0,0,0,0,0,0,1,2022
RAJ,0,446,0,32702,0,21,1,2022
GAU,18,3818,879,456955,0,1763,1,2023
QAH,0,32,0,868,0,0,1,2023
IXS,0,380,0,39228,0,45,1,2023
SXR,0,1854,0,301927,0,437,1,2023
BPM,0,61,0,75,0,0,1,2023
HBX,0,536,0,32469,0,5,1,2023
TEI,0,104,0,2256,0,0,1,2023
IXT,0,80,0,1327,0,0,1,2023
RDP,0,294,0,41099,0,4,1,2023
IXE,307,936,44738,115642,136,21,1,2023
ATQ,441,1260,78175,160254,49,73,1,2023
JSA,0,302,0,24331,0,0,1,2023
COH,0,0,0,0,0,0,1,2023
PNQ,131,5634,16099,778036,0,2193,1,2023
DED,0,1188,0,111235,0,79,1,2023
JRH,0,108,0,12512,0,27,1,2023
HJR,0,70,0,3296,0,0,1,2023
IXL,0,472,0,65247,0,224,1,2023
BUP,0,8,0,26,0,0,1,2023
GOI,372,5095,68742,782573,258,319,1,2023
BHJ,0,148,0,5891,0,0,1,2023
DHM,0,206,0,9509,0,0,1,2023
MYQ,0,334,0,13774,0,0,1,2023
TCR,0,276,0,16598,0,1,1,2023
IXA,0,1069,0,113318,0,248,1,2023
KNU,0,102,0,12307,0,10,1,2023
AMD,1008,6933,160570,900307,3546,3695,1,2023
TEZ,0,84,0,215,0,0,1,2023
SLV,0,156,0,1424,0,0,1,2023
VIKA,0,0,0,0,0,0,1,2023
HSS,0,0,0,0,0,0,1,2023
MAA,2744,9877,465733,1285261,17595,5998,1,2023
VGA,22,1192,2905,79515,0,99,1,2023
IXP,0,0,0,0,0,0,1,2023
DBR,0,278,0,39530,0,4,1,2023
VOBG,0,800,0,2467,0,0,1,2023
IXC,80,2274,13228,281531,0,425,1,2023
GOP,0,510,0,58215,0,0,1,2023
BLR,2223,19163,366509,2789729,19439,11761,1,2023
SDW,0,40,0,2004,0,0,1,2023
PAB,0,106,0,3150,0,0,1,2023
VDY,0,175,0,5732,0,0,1,2023
GDB,0,0,0,0,0,0,1,2023
DIB,0,661,0,54739,0,76,1,2023
IXD,0,592,0,40843,0,1,1,2023
UDR,0,1362,0,152252,0,26,1,2023
PNY,0,114,0,7596,0,0,1,2023
IXK,0,26,0,1113,0,0,1,2023
IXY,0,72,0,4738,0,0,1,2023
DMU,0,480,0,28734,0,63,1,2023
VAMA,0,0,0,0,0,0,1,2023
IXG,0,387,0,16637,0,0,1,2023
IXJ,0,1057,0,124904,0,65,1,2023
GBI,0,170,0,5733,0,0,1,2023
IXI,0,124,0,2716,0,0,1,2023
KBK,0,12,0,388,0,0,1,2023
IXM,145,858,19327,90622,67,59,1,2023
CCU,1610,10507,185766,1405724,3652,7098,1,2023
HGI,0,134,0,8658,0,0,1,2023
IXR,0,1666,0,218381,0,443,1,2023
SSE,0,6,0,2,0,0,1,2023
JRG,0,326,0,16977,0,9,1,2023
VNS,82,1347,9991,191398,42,288,1,2023
GAY,137,141,11689,13957,0,0,1,2023
BDQ,0,647,0,92135,0,184,1,2023
JAI,287,3691,37258,440581,157,1111,1,2023
PGH,0,34,0,996,0,0,1,2023
COK,2290,3095,397721,470182,3035,1057,1,2023
RPR,0,1802,0,194720,0,348,1,2023
PAT,0,2032,0,281912,0,672,1,2023
IXB,36,1536,1762,222256,0,650,1,2023
TRZ,704,498,114196,35914,530,0,1,2023
CJB,113,1454,17407,201694,65,275,1,2023
AGX,0,128,0,4788,0,6,1,2023
DIU,0,122,0,4129,0,0,1,2023
HYD,2011,11754,335572,1577560,5609,5072,1,2023
LKO,464,3428,70327,421705,267,1167,1,2023
IDR,15,2279,1353,256734,0,817,1,2023
ISK,0,165,0,12375,0,0,1,2023
PYB,0,70,0,987,0,0,1,2023
IXZ,0,1113,0,133895,0,533,1,2023
NDC,0,4,0,9,0,0,1,2023
GOX,0,1108,0,154422,0,1076,1,2023
KJB,0,134,0,3151,0,0,1,2023
DEL,8425,28695,1494790,4351399,41421,27566,1,2023
IXW,0,149,0,335,0,0,1,2023
LUH,0,2,0,7,0,0,1,2023
CDP,0,206,0,6548,0,0,1,2023
KQH,0,40,0,1089,0,0,1,2023
JLR,0,546,0,37078,0,14,1,2023
BEK,0,84,0,8225,0,0,1,2023
SXV,0,0,0,0,0,0,1,2023
VTZ,48,1819,6498,240518,0,182,1,2023
IXU,0,493,0,38168,0,34,1,2023
SHL,0,296,0,8534,0,0,1,2023
KTU,0,6,0,21,0,0,1,2023
VAJJ,0,1620,0,11796,0,28,1,2023
JLG,0,20,0,70,0,0,1,2023
JGB,0,140,0,5491,0,0,1,2023
RJA,0,880,0,38536,0,1,1,2023
CNN,555,509,88121,36426,302,6,1,2023
TIR,0,970,0,81344,0,1,1,2023
JDH,0,929,0,101436,0,0,1,2023
IMF,1,1109,0,110556,0,509,1,2023
RRK,0,156,0,3797,0,0,1,2023
AGR,0,157,0,10951,0,1,1,2023
BOM,6669,20662,1173305,3186565,41377,18715,1,2023
PBD,0,39,0,149,0,0,1,2023
PYG,0,0,0,0,0,0,1,2023
IXX,0,16,0,648,0,0,1,2023
KUU,0,96,0,1243,0,0,1,2023
SAG,0,476,0,64073,0,18,1,2023
JGA,0,204,0,13028,0,0,1,2023
BHU,0,184,0,7724,0,0,1,2023
BHO,0,1049,0,100472,0,224,1,2023
CCJ,1336,611,209887,52272,1362,15,1,2023
BBI,4,3097,6,351349,0,609,1,2023
STV,27,1069,4298,95357,0,279,1,2023
RUP,0,88,0,2674,0,0,1,2023
BKB,0,42,0,1654,0,0,1,2023
KLH,0,253,0,12333,0,0,1,2023
AJL,0,382,0,35035,0,30,1,2023
NNS,0,4,0,0,0,0,1,2023
ZER,0,8,0,37,0,0,1,2023
GWL,0,206,0,16948,0,2,1,2023
TRV,1087,1145,168767,154882,1081,192,1,2023
NAG,78,1752,7070,237164,5,749,1,2023
VIDD,0,6,0,8,0,0,1,2023
AIP,0,0,0,0,0,0,1,2023
RAJ,0,664,0,70885,0,59,1,2023
COK,1817,1957,244194,171484,3716,794,2,2014
BDQ,0,572,0,65684,0,166,2,2014
CCJ,1024,212,164062,19254,1695,15,2,2014
IXM,144,558,15450,43963,0,82,2,2014
AMD,619,2654,92836,300910,1122,2850,2,2014
TIR,0,224,0,24764,0,0,2,2014
ATQ,202,592,29323,74014,12,11,2,2014
GAU,34,2184,1535,159929,2,780,2,2014
RPR,0,737,0,69520,0,295,2,2014
JDH,0,234,0,29348,0,2,2,2014
PAT,0,766,0,85492,0,494,2,2014
IXB,32,750,1533,58104,0,27,2,2014
IXC,0,683,0,78027,0,263,2,2014
BLR,1523,7890,200058,803584,11867,7147,2,2014
SXR,0,946,0,123173,0,265,2,2014
IMF,0,446,0,46417,0,314,2,2014
RAJ,0,224,0,27546,0,8,2,2014
TRZ,622,208,79406,10511,394,0,2,2014
CJB,68,990,8368,82580,70,532,2,2014
HYD,1287,5734,189832,498242,3623,3033,2,2014
LKO,210,1361,34919,158771,74,249,2,2014
IXE,366,648,35479,62137,10,14,2,2014
DIB,0,182,0,19762,0,19,2,2014
BOM,5595,14748,848121,1802769,37110,13498,2,2014
IDR,0,1105,0,91407,0,484,2,2014
PNQ,94,2234,9397,268432,0,1798,2,2014
DED,0,300,0,26234,0,0,2,2014
IXZ,0,720,0,67696,0,239,2,2014
UDR,0,494,0,43881,0,0,2,2014
IXL,0,180,0,19617,0,68,2,2014
BHO,0,550,0,26545,0,74,2,2014
GOI,554,2040,115110,280302,114,245,2,2014
BBI,0,722,0,102870,0,389,2,2014
DEL,6702,15939,1072445,1948233,29753,17765,2,2014
IXJ,0,698,0,70515,0,125,2,2014
CCU,1283,5947,142276,739276,3291,5948,2,2014
IXA,0,625,0,61568,0,526,2,2014
IXR,0,548,0,42738,0,207,2,2014
MAA,2723,7130,347207,657684,16377,5669,2,2014
VTZ,86,749,5270,73264,0,199,2,2014
IXU,0,323,0,37129,0,72,2,2014
TRV,1092,775,147751,79580,1953,117,2,2014
NAG,34,810,3242,89825,41,349,2,2014
VNS,92,664,6271,72324,0,24,2,2014
GAY,114,70,11428,4146,0,0,2,2014
JAI,167,1532,20820,154896,26,301,2,2014
GAU,16,2121,952,184386,0,970,2,2015
TIR,0,288,0,20208,0,0,2,2015
COK,1948,2083,275439,224195,3697,781,2,2015
RPR,0,682,0,79270,0,231,2,2015
JDH,0,236,0,24653,0,1,2,2015
PAT,2,830,0,95866,0,407,2,2015
IXB,32,627,2077,69654,0,0,2,2015
SXR,0,798,0,116691,0,261,2,2015
RAJ,0,288,0,33915,0,12,2,2015
TRZ,618,164,86989,9764,410,0,2,2015
CJB,72,1362,9205,115588,86,545,2,2015
BDQ,0,398,0,58044,0,186,2,2015
HYD,1519,5592,233819,646536,4218,3586,2,2015
ATQ,198,449,26862,64482,56,7,2,2015
DIB,0,332,0,24304,0,47,2,2015
BOM,5750,15665,933791,2254077,38619,15535,2,2015
IDR,0,988,0,118671,0,471,2,2015
PNQ,88,2636,9567,352528,0,2192,2,2015
DED,0,320,0,28922,0,4,2,2015
IXZ,0,802,0,70442,0,261,2,2015
UDR,0,460,0,42651,0,11,2,2015
IXL,0,212,0,23118,0,106,2,2015
BHO,0,480,0,40715,0,0,2,2015
GOI,454,2405,72974,367796,88,305,2,2015
CCJ,1152,277,181195,24908,1951,24,2,2015
BBI,2,986,4,130826,0,539,2,2015
DEL,6566,16311,1126563,2331085,32956,22213,2,2015
IXJ,0,714,0,82258,0,154,2,2015
IXM,155,464,16440,35309,0,67,2,2015
CCU,1291,6081,165675,739406,3613,6586,2,2015
IXA,0,544,0,71349,0,339,2,2015
AMD,636,2495,108014,351352,1247,3157,2,2015
IXR,0,540,0,60722,0,305,2,2015
MAA,2651,6480,363698,780480,17161,6702,2,2015
VTZ,98,886,6717,86454,0,89,2,2015
NAG,52,1086,3877,113670,32,450,2,2015
GAY,148,80,15536,4627,0,0,2,2015
JAI,209,1533,28714,180866,68,356,2,2015
IXC,0,868,0,105731,0,309,2,2015
BLR,1686,8699,234904,1065905,13379,8554,2,2015
IMF,0,366,0,48280,0,350,2,2015
LKO,278,1163,40824,174696,136,334,2,2015
IXE,257,623,36513,61371,0,20,2,2015
IXU,0,232,0,24266,0,93,2,2015
TRV,1127,616,158539,83118,2759,58,2,2015
VNS,96,608,7986,83634,1,53,2,2015
GAU,54,2423,2605,237168,0,1302,2,2016
IXS,0,274,0,17019,0,35,2,2016
SXR,0,1196,0,170205,0,470,2,2016
HBX,0,92,0,4378,0,0,2,2016
IXE,348,764,49555,91060,41,25,2,2016
ATQ,273,574,36677,84718,42,35,2,2016
PNQ,156,3194,18187,447998,0,2985,2,2016
DED,0,334,0,36877,0,6,2,2016
JRH,0,68,0,4061,0,0,2,2016
HJR,0,88,0,9167,0,0,2,2016
IXL,0,236,0,26839,0,153,2,2016
GOI,484,3174,87522,449520,140,224,2,2016
BHJ,0,152,0,12898,0,2,2,2016
DHM,0,114,0,6506,0,0,2,2016
MYQ,0,0,0,0,0,0,2,2016
TCR,0,116,0,7920,0,8,2,2016
IXA,0,576,0,79979,0,510,2,2016
KNU,0,2,0,10,0,0,2,2016
AMD,909,3121,149707,443806,1822,3447,2,2016
MAA,2930,7710,389620,921892,18641,7501,2,2016
VGA,0,713,0,39871,0,0,2,2016
IXC,0,1050,0,130572,0,353,2,2016
GOP,0,32,0,1641,0,0,2,2016
BLR,1859,10896,267172,1330652,14988,8699,2,2016
DIB,0,234,0,25443,0,40,2,2016
IXD,0,64,0,3560,0,0,2,2016
UDR,0,777,0,86771,0,2,2,2016
DMU,0,228,0,8738,0,10,2,2016
IXG,0,124,0,7401,0,0,2,2016
IXJ,0,886,0,98317,0,150,2,2016
IXI,0,32,0,601,0,0,2,2016
IXM,174,668,22121,56319,0,59,2,2016
CCU,1557,6489,183297,810572,3616,7538,2,2016
IXR,0,478,0,58070,0,322,2,2016
SSE,0,0,0,0,0,0,2,2016
VNS,96,1038,9763,138824,0,99,2,2016
GAY,186,79,18178,7634,0,0,2,2016
BDQ,0,590,0,82443,0,171,2,2016
JAI,258,1677,30246,222822,169,955,2,2016
PGH,0,32,0,795,0,0,2,2016
COK,2408,2169,349844,267191,5429,955,2,2016
RPR,0,811,0,101058,0,341,2,2016
PAT,0,1052,0,129885,0,310,2,2016
IXB,36,692,2961,78698,0,249,2,2016
TRZ,666,176,91573,12544,492,2,2,2016
CJB,68,1334,9835,129372,74,513,2,2016
AGX,0,130,0,2514,0,0,2,2016
DIU,0,88,0,3368,0,0,2,2016
HYD,1679,7407,241635,790913,4571,3866,2,2016
LKO,720,1674,53199,228323,219,91,2,2016
IDR,0,1178,0,142668,0,603,2,2016
IXZ,0,846,0,81419,0,335,2,2016
DEL,7382,21375,1203662,3040618,39026,23712,2,2016
JLR,0,154,0,9926,0,0,2,2016
VTZ,124,1338,8919,159164,3,532,2,2016
IXU,0,311,0,26183,0,118,2,2016
SHL,0,38,0,746,0,0,2,2016
VAJJ,0,1913,0,14132,0,32,2,2016
RJA,0,492,0,19051,0,0,2,2016
TIR,0,400,0,33629,0,0,2,2016
JDH,0,238,0,26602,0,1,2,2016
IMF,0,500,0,66398,0,232,2,2016
AGR,0,30,0,1541,0,0,2,2016
BOM,5994,18206,940607,2583068,41732,16630,2,2016
PBD,0,56,0,1424,0,0,2,2016
KUU,0,121,0,2440,0,0,2,2016
JGA,0,62,0,7292,0,4,2,2016
BHU,0,59,0,3055,0,0,2,2016
BHO,0,640,0,56240,0,85,2,2016
CCJ,1116,274,151205,27826,764,17,2,2016
BBI,0,1305,2181,169532,0,685,2,2016
STV,0,177,0,11691,0,0,2,2016
AJL,0,230,0,14426,0,18,2,2016
GWL,0,30,0,1063,0,0,2,2016
TRV,1292,856,171444,103542,2789,89,2,2016
NAG,110,1026,7152,127809,42,441,2,2016
RAJ,0,348,0,36938,0,17,2,2016
GAU,32,3242,1616,330546,0,1248,2,2017
IXS,0,294,0,21161,0,31,2,2017
SXR,0,883,0,149331,0,398,2,2017
HBX,0,48,0,1799,0,0,2,2017
RDP,0,24,0,541,0,0,2,2017
IXE,377,832,50910,78157,78,43,2,2017
ATQ,303,577,49429,87354,83,45,2,2017
PNQ,168,3838,20529,564861,0,2841,2,2017
DED,0,752,0,72650,0,26,2,2017
JRH,0,56,0,5790,0,6,2,2017
HJR,0,86,0,7139,0,0,2,2017
IXL,0,322,0,35544,0,216,2,2017
GOI,545,3645,109455,549790,51,240,2,2017
BHJ,0,148,0,17266,0,2,2,2017
DHM,0,112,0,7515,0,0,2,2017
MYQ,0,0,0,0,0,0,2,2017
TCR,0,128,0,8303,0,5,2,2017
IXA,0,792,0,92584,0,416,2,2017
KNU,0,28,0,511,0,0,2,2017
AMD,1022,3348,143530,493805,2616,3635,2,2017
TEZ,0,24,0,602,0,0,2,2017
MAA,2655,8875,385000,1055267,21135,7599,2,2017
VGA,0,729,0,49906,0,0,2,2017
IXC,78,1268,13121,156587,0,379,2,2017
GOP,0,112,0,6936,0,0,2,2017
BLR,1873,10967,276329,1493490,15959,8680,2,2017
DIB,0,212,0,25270,0,54,2,2017
IXD,0,76,0,3400,0,0,2,2017
UDR,0,758,0,93238,0,2,2,2017
PNY,0,0,0,0,0,0,2,2017
DMU,0,104,0,9961,0,29,2,2017
VAMA,0,0,0,0,0,0,2,2017
IXG,0,124,0,8260,0,0,2,2017
IXJ,0,832,0,100183,0,195,2,2017
IXI,0,32,0,939,0,0,2,2017
IXM,166,689,19121,56453,0,96,2,2017
CCU,1513,9345,191281,1169993,4429,7376,2,2017
IXR,0,778,0,94183,0,400,2,2017
VNS,108,1256,11360,171290,0,73,2,2017
GAY,221,76,20729,6868,0,0,2,2017
BDQ,0,601,0,87005,0,214,2,2017
JAI,294,2244,41237,281147,245,1107,2,2017
PGH,0,52,0,1311,0,0,2,2017
COK,2248,2676,367563,327648,4700,1113,2,2017
RPR,0,956,0,119490,0,328,2,2017
PAT,0,1292,0,189968,0,615,2,2017
IXB,32,1016,2317,135927,0,310,2,2017
TRZ,674,186,91866,11811,525,1,2,2017
CJB,78,1564,9940,160715,88,605,2,2017
AGX,0,130,0,2817,0,1,2,2017
DIU,0,34,0,1828,0,0,2,2017
HYD,1705,9333,253689,1026493,5180,4202,2,2017
LKO,373,2187,52991,287272,172,194,2,2017
IDR,0,1278,0,159424,0,643,2,2017
IXZ,0,1082,0,117436,0,440,2,2017
NDC,0,0,0,0,0,0,2,2017
DEL,7988,23313,1331333,3486137,44853,23274,2,2017
CDP,0,5,0,6,0,0,2,2017
JLR,0,294,0,16422,0,1,2,2017
VTZ,107,1464,7945,181583,0,377,2,2017
IXU,0,310,0,27161,0,104,2,2017
SHL,0,48,0,915,0,0,2,2017
VAJJ,0,1623,0,12724,0,23,2,2017
RJA,0,689,0,22394,0,0,2,2017
TIR,0,515,0,36951,0,0,2,2017
JDH,0,411,0,38314,0,0,2,2017
IMF,0,562,0,73444,0,548,2,2017
AGR,0,50,0,1627,0,0,2,2017
BOM,6247,16708,1004110,2585901,45350,21280,2,2017
PBD,0,110,0,825,0,1,2,2017
KUU,0,118,0,2298,0,0,2,2017
JGA,0,58,0,4810,0,1,2,2017
BHU,0,166,0,2585,0,0,2,2017
BHO,0,484,0,47232,0,67,2,2017
CCJ,1367,264,173776,33064,1086,94,2,2017
BBI,2,1561,2408,209061,0,669,2,2017
STV,0,500,0,19608,0,0,2,2017
AJL,0,330,0,20860,0,45,2,2017
GWL,0,42,0,1490,0,0,2,2017
TRV,1261,910,167062,120570,2186,122,2,2017
NAG,106,1096,7578,145859,47,495,2,2017
RAJ,0,382,0,35887,0,22,2,2017
GAU,39,3228,1997,373038,0,1447,2,2018
IXS,0,340,0,32926,0,40,2,2018
SXR,0,1288,0,187791,0,458,2,2018
HBX,0,118,0,6125,0,0,2,2018
RDP,0,0,0,0,0,0,2,2018
IXE,374,1226,54144,132476,137,33,2,2018
ATQ,422,1071,65436,162880,56,58,2,2018
JSA,0,60,0,3775,0,0,2,2018
PNQ,184,4336,20481,668425,8,3387,2,2018
DED,0,1039,0,104689,0,11,2,2018
JRH,0,68,0,6571,0,4,2,2018
HJR,0,154,0,8634,0,0,2,2018
IXL,0,320,0,40418,0,161,2,2018
BUP,0,36,0,1468,0,0,2,2018
GOI,534,3666,111353,572322,55,159,2,2018
BHJ,0,144,0,17073,0,1,2,2018
DHM,0,192,0,11821,0,0,2,2018
TCR,0,114,0,7831,0,4,2,2018
IXA,0,856,0,113340,0,369,2,2018
KNU,0,6,0,17,0,0,2,2018
AMD,1003,4245,160931,658875,3013,3861,2,2018
TEZ,0,22,0,714,0,0,2,2018
SLV,0,52,0,1204,0,0,2,2018
MAA,3003,10047,438646,1288017,23943,8324,2,2018
VGA,0,914,0,63484,0,0,2,2018
IXC,46,526,6627,63204,0,109,2,2018
GOP,0,86,0,5977,0,0,2,2018
BLR,2037,14912,296012,2089470,17881,10234,2,2018
DIB,0,210,0,26688,0,59,2,2018
IXD,0,63,0,3713,0,0,2,2018
UDR,0,994,0,117840,0,1,2,2018
DMU,0,104,0,14267,0,38,2,2018
VAMA,0,6,0,57,0,0,2,2018
IXG,0,236,0,15531,0,0,2,2018
IXJ,0,1154,0,123810,0,138,2,2018
IXI,0,32,0,1155,0,0,2,2018
IXM,198,978,23802,105280,74,173,2,2018
CCU,1586,10469,207268,1490946,4127,7578,2,2018
IXR,0,1451,0,180396,0,356,2,2018
VNS,136,1419,13276,193690,2,73,2,2018
BDQ,0,566,0,86298,0,178,2,2018
JAI,354,3515,48831,406340,222,1115,2,2018
PGH,0,30,0,1163,0,0,2,2018
COK,2224,3423,384981,431932,6046,796,2,2018
RPR,0,1222,0,155903,0,305,2,2018
PAT,0,1864,0,277927,0,467,2,2018
IXB,32,1280,1804,182994,0,324,2,2018
TRZ,780,240,102095,12640,568,1,2,2018
CJB,163,1800,19877,201119,182,671,2,2018
AGX,0,134,0,3056,0,1,2,2018
DIU,0,42,0,1779,0,0,2,2018
HYD,2066,10652,289879,1277628,6231,4141,2,2018
LKO,423,2965,58981,383910,240,247,2,2018
IDR,0,1539,0,194248,0,800,2,2018
IXZ,4,1110,10,152928,0,536,2,2018
NDC,0,136,0,8435,0,0,2,2018
DEL,8669,26550,1477564,4065409,48640,24864,2,2018
LUH,0,36,0,1737,0,0,2,2018
CDP,0,112,0,5064,0,0,2,2018
JLR,0,366,0,17966,0,4,2,2018
VTZ,148,1516,11468,195069,0,529,2,2018
IXU,0,258,0,28377,0,98,2,2018
SHL,0,50,0,838,0,0,2,2018
VAJJ,0,1603,0,12530,0,25,2,2018
RJA,0,830,0,29474,0,3,2,2018
TIR,0,683,0,53826,0,0,2,2018
JDH,0,692,0,48030,0,1,2,2018
IMF,0,530,0,75625,0,389,2,2018
AGR,0,62,0,2195,0,0,2,2018
BOM,6684,18571,1088174,2917790,52799,20966,2,2018
PBD,0,98,0,4345,0,0,2,2018
KUU,0,98,0,1998,0,0,2,2018
JGA,0,70,0,6496,0,1,2,2018
BHU,0,182,0,4318,0,0,2,2018
BHO,0,580,0,60463,0,91,2,2018
CCJ,1548,323,194997,41911,1409,50,2,2018
BBI,82,2182,10769,295555,0,612,2,2018
STV,0,950,0,63291,0,0,2,2018
BKB,0,100,0,3373,0,0,2,2018
KLH,0,0,0,0,0,0,2,2018
AJL,0,228,0,22119,0,37,2,2018
GWL,0,62,0,2272,0,0,2,2018
TRV,1478,1194,182721,165410,1962,82,2,2018
NAG,110,1315,7429,183324,85,505,2,2018
RAJ,0,332,0,32362,0,16,2,2018
GAY,230,78,20203,5839,0,0,2,2018
GAU,36,3879,1428,456492,0,1954,2,2019
IXS,0,272,0,28413,0,81,2,2019
SXR,0,1383,0,211296,0,553,2,2019
HBX,0,582,0,45101,0,9,2,2019
RDP,0,42,0,4472,0,0,2,2019
IXE,296,870,46323,94294,164,27,2,2019
ATQ,512,1128,73730,148219,9,1,2,2019
JSA,0,262,0,22697,0,0,2,2019
PNQ,204,4324,26010,692477,21,3008,2,2019
DED,0,1072,0,102679,0,26,2,2019
JRH,0,84,0,11878,0,0,2,2019
HJR,0,62,0,6129,0,0,2,2019
IXL,0,336,0,42081,0,152,2,2019
BUP,0,50,0,1536,0,0,2,2019
GOI,514,4305,114737,656742,113,229,2,2019
BHJ,0,104,0,13752,0,2,2,2019
DHM,0,122,0,7352,0,0,2,2019
MYQ,0,62,0,3283,0,0,2,2019
TCR,0,269,0,16130,0,2,2,2019
IXA,0,764,0,102773,0,375,2,2019
KNU,0,162,0,20063,0,0,2,2019
AMD,1176,5615,178049,786402,3185,3977,2,2019
TEZ,0,20,0,332,0,0,2,2019
SLV,0,48,0,679,0,0,2,2019
MAA,2943,10507,453137,1368146,22887,6598,2,2019
VGA,16,1376,1100,91303,0,0,2,2019
IXP,0,20,0,774,0,0,2,2019
IXC,49,1112,7630,151513,0,310,2,2019
GOP,0,220,0,30511,0,0,2,2019
BLR,2532,15212,360949,2236283,18782,9995,2,2019
VDY,0,116,0,5946,0,0,2,2019
DIB,0,306,0,31952,0,54,2,2019
IXD,0,371,0,36677,0,0,2,2019
UDR,0,1077,0,133715,0,0,2,2019
PNY,0,80,0,5658,0,0,2,2019
IXY,0,34,0,2518,0,0,2,2019
DMU,0,104,0,13239,0,27,2,2019
VAMA,0,6,0,37,0,0,2,2019
IXG,0,52,0,3932,0,0,2,2019
IXJ,0,1034,0,107449,0,147,2,2019
IXI,0,66,0,1384,0,0,2,2019
IXM,223,985,27207,80038,152,181,2,2019
CCU,1841,11069,224670,1539124,4621,6500,2,2019
IXR,0,1374,0,186481,0,310,2,2019
SSE,0,2,0,0,0,0,2,2019
VNS,225,1725,23431,243682,0,226,2,2019
GAY,271,75,25317,4390,0,0,2,2019
BDQ,0,784,0,108637,0,171,2,2019
JAI,325,3312,46235,404937,234,840,2,2019
PGH,0,49,0,1381,0,0,2,2019
COK,2176,3601,363680,451789,4907,1268,2,2019
RPR,0,1222,0,156286,0,427,2,2019
PAT,0,2006,0,316555,0,803,2,2019
IXB,32,1582,1921,224817,0,442,2,2019
TRZ,696,440,102364,24791,600,1,2,2019
CJB,139,1733,16862,227488,228,734,2,2019
AGX,0,124,0,3321,0,2,2,2019
DIU,0,68,0,1559,0,0,2,2019
HYD,1927,12556,301166,1460094,6408,4520,2,2019
LKO,400,2788,61277,408335,197,153,2,2019
IDR,0,2096,0,274698,0,821,2,2019
ISK,0,148,0,9049,0,24,2,2019
IXZ,0,1122,0,118007,0,582,2,2019
NDC,0,146,0,11031,0,0,2,2019
DEL,8974,25361,1549335,3826998,46858,34144,2,2019
LUH,0,34,0,1272,0,0,2,2019
CDP,0,168,0,8065,0,0,2,2019
KQH,0,57,0,3597,0,0,2,2019
JLR,0,410,0,24422,0,0,2,2019
SXV,0,56,0,3125,0,0,2,2019
VTZ,144,1670,11493,212507,0,0,2,2019
IXU,0,268,0,25750,0,103,2,2019
SHL,0,24,0,431,0,0,2,2019
KTU,0,2,0,6,0,0,2,2019
VAJJ,0,1650,0,11872,0,26,2,2019
JLG,0,8,0,20,0,0,2,2019
JGB,0,0,0,0,0,0,2,2019
RJA,0,679,0,26497,0,0,2,2019
CNN,113,476,17169,41174,0,0,2,2019
TIR,0,864,0,67934,0,0,2,2019
JDH,0,546,0,51505,0,0,2,2019
IMF,0,753,0,95341,0,504,2,2019
AGR,0,66,0,2766,0,0,2,2019
BOM,6934,16288,1168148,2529642,52584,21907,2,2019
PBD,0,94,0,4412,0,0,2,2019
PYG,0,38,0,2085,0,0,2,2019
KUU,0,96,0,1760,0,0,2,2019
JGA,0,38,0,4459,0,0,2,2019
BHU,0,164,0,3700,0,0,2,2019
SAG,0,444,0,37188,0,0,2,2019
BHO,0,892,0,77016,0,111,2,2019
CCJ,1475,497,215000,36370,1701,40,2,2019
BBI,57,2284,6070,326029,0,892,2,2019
STV,0,1330,0,129481,0,58,2,2019
BKB,0,110,0,5159,0,0,2,2019
KLH,0,94,0,4261,0,0,2,2019
AJL,0,117,0,14916,0,42,2,2019
GWL,0,46,0,1931,0,0,2,2019
TRV,1276,1011,172238,133184,2824,123,2,2019
NAG,95,1754,7044,223071,65,590,2,2019
AIP,0,54,0,3725,0,0,2,2019
RAJ,0,206,0,24278,0,10,2,2019
GAU,40,3668,1109,425702,0,1879,2,2020
IXS,0,356,0,36733,0,62,2,2020
SXR,0,1576,0,231763,0,350,2,2020
HBX,0,615,0,40338,0,10,2,2020
IXT,0,18,0,107,0,0,2,2020
RDP,0,164,0,21757,0,0,2,2020
IXE,307,1039,41612,109162,316,230,2,2020
ATQ,408,1121,75639,161533,83,51,2,2020
JSA,0,352,0,26563,0,0,2,2020
PNQ,87,4482,12991,687129,57,3662,2,2020
DED,0,1078,0,118877,0,16,2,2020
JRH,0,116,0,15762,0,0,2,2020
HJR,0,118,0,7408,0,0,2,2020
